,Unnamed: 0,Quarterly Sum Precip (mm)_diff,CPI Compounded_diff,Debt_to_Asset_Ratio_diff,Mortgage_Debt_to_Real_Estate_Ratio_diff,Depression_diff,Anxiety_diff,Stress_diff,Unemployment Rate_diff,Quarterly Avg Temp (°C)_diff,Therapy_diff2
19,19,0.4109971963946286,-0.04044458652642802,-0.002470995766276518,0.006494873229224041,-0.3431628164046272,-0.08905117633451176,-0.13468013468013496,0.042229454305740655,0.04994428968397324,-1.1102230246251565e-16
20,20,-2.9025864952568003,0.5302943652285135,0.0023575326371192418,0.535923036931359,0.17499188214037376,0.4300556436233932,-0.2551834130781492,0.13405867972980956,0.24263989848758705,-0.03749999999999981
21,21,-1.2291928280793396,-0.1423695797875768,0.00690550348399932,0.4678785783515405,0.16817093426425345,0.3320005400005561,-0.2378828426999693,0.04615094381871798,0.7003289024811452,0.00749999999999984
22,22,1.2291928280793396,-0.2476633862050781,-0.0034877994501909537,0.3755094023576022,0.6098891932348393,0.243831282993654,-0.3280481137233462,-0.004237294475694542,0.1372327346973976,-0.004999999999999838
23,23,-0.42825955289886153,0.8429071386690132,-0.011053576260473985,0.30676937920018843,0.5210829403847548,0.33240654168224415,-0.20161290322580694,-0.027988909903438053,-1.4917894190659005,-1.1102230246251565e-16
24,24,-0.1124817580963473,0.4887092827883299,-0.0001250456213779394,-0.077021956654031,0.11802931519889659,-0.20325515761352111,0.09920634920634885,-0.13041709550124714,-1.7913879672396282,0.03500000000000003
25,25,-1.4000682358340075,-0.31560456985552787,0.007416038185962703,0.020685219309263703,-0.11802931519889659,0.0,0.0,-0.06863756857326786,-2.279948936901376,-0.0050000000000000044
26,26,-3.2730312905121313,-0.02131314073195889,0.016246831191129685,0.10576032620920783,0.0,-0.25342319294057397,0.10240655401945808,-0.03986034927616888,-1.9221783977658424,0.010000000000000009
27,27,1.133075521784602,-0.6706078063594192,0.008705414796289057,0.10301725397309358,0.11802931519889659,-0.1776229387347793,0.0,0.0018467225747484939,-0.15127562342964573,-0.007500000000000007
28,28,-0.16817896083691952,-0.7737773184659569,-0.006975396331129868,0.017016925511304848,-0.36836997008026356,-0.11279334042806671,-0.10240655401945808,0.02009200010150569,0.22942465640163134,0.0050000000000000044
29,29,0.4937243423295268,0.12650796975,-0.0034885230468659767,-0.0009446178125576132,-0.2707422855033878,-0.05476853600105874,0.0,0.045080545112193615,0.2382680635882981,-0.0025000000000000022
30,30,3.225778239910266,0.36474997037563295,0.024651076687921325,-0.2128336589485661,0.1380277521094828,0.4067213473780795,-0.09920634920634885,0.23192082131897918,1.2794724223882203,-0.030000000000000027
31,31,1.8742072949554576,-0.035676547782709234,0.030161960177910174,-0.2256988282450016,0.2603309425600561,0.5372588549358572,0.0,0.18129292652323237,2.279798734431762,-0.0025000000000000022
32,32,1.022060938224156,0.04763609475180175,0.019652003650004524,-0.2751101564690188,0.46347499658499614,0.2235619439116484,-0.3676470588235299,0.11848160363068128,1.6816219569971687,-0.0024999999999999467
33,33,1.5276933410607274,0.7904908061508975,0.015335545117602711,-0.3386251686762823,0.39690012223926074,0.15624800843350217,-0.4029008863819499,0.0691621478303075,0.7289402940621357,-1.3877787807814457e-16
34,34,0.24019933772260593,0.40632328066737,0.009461117948547981,-0.049070545891589296,0.0,-0.15624800843350217,0.0,-0.07578637585415349,-0.19675832178812103,0.032500000000000195
35,35,0.33802595743592256,-0.5285134294134322,0.01820533476939845,0.050723456279544804,-0.19079323898060252,0.07738681958335036,0.1543507621068878,-0.08311490670784805,-1.344751445170929,0.002499999999999919
36,36,0.7747218479348206,-0.1254715867420988,0.028020346408167862,0.13342280275742238,0.09723379492783313,0.0,0.24855012427506207,-0.03966525640264362,-0.9640075881441326,-0.0025000000000000022
37,37,-0.31460527310647635,-0.5097666114615207,0.01940190152323007,0.127025320305547,0.0,-0.07738681958335036,0.17825311942959043,-0.048558977033392736,0.09754894070348596,0.0025000000000000022
38,38,-0.05301820153245984,-0.5305661576242736,0.0031768661963091915,0.04772601418591571,-0.30334067818649135,-0.07593740900673784,-0.0904568068747178,-0.017136282255123314,0.13632321964942484,0.0
